prompt_id,root_seed,axis,vbench_index,prompt_class,motion_bucket,subject_count,relation_class,camera_class,complexity_class,prompt_text
pd092,2,subject_consistency,15,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle cruising along a coastal highway
pd093,0,subject_consistency,16,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle turning a corner
pd093,1,subject_consistency,16,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle turning a corner
pd093,2,subject_consistency,16,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle turning a corner
pd094,0,subject_consistency,17,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle slowing down to stop
pd094,1,subject_consistency,17,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle slowing down to stop
pd094,2,subject_consistency,17,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle slowing down to stop
pd095,0,subject_consistency,18,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle gliding through a snowy field
pd095,1,subject_consistency,18,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle gliding through a snowy field
pd095,2,subject_consistency,18,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle gliding through a snowy field
pd096,0,subject_consistency,19,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle accelerating to gain speed
pd096,1,subject_consistency,19,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle accelerating to gain speed
pd096,2,subject_consistency,19,subject_motion,subject_motion,single_subject,none,none,moderate,a motorcycle accelerating to gain speed
pd097,0,temporal_style,0,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"A beautiful coastal beach in spring, waves lapping on sand, in super slow motion"
pd097,1,temporal_style,0,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"A beautiful coastal beach in spring, waves lapping on sand, in super slow motion"
pd097,2,temporal_style,0,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"A beautiful coastal beach in spring, waves lapping on sand, in super slow motion"
pd098,0,temporal_style,1,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom in"
pd098,1,temporal_style,1,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom in"
pd098,2,temporal_style,1,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom in"
pd099,0,temporal_style,2,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom out"
pd099,1,temporal_style,2,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom out"
pd099,2,temporal_style,2,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"A beautiful coastal beach in spring, waves lapping on sand, zoom out"
pd100,0,temporal_style,3,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan left"
pd100,1,temporal_style,3,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan left"
pd100,2,temporal_style,3,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan left"
pd101,0,temporal_style,4,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan right"
pd101,1,temporal_style,4,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan right"
pd101,2,temporal_style,4,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"A beautiful coastal beach in spring, waves lapping on sand, pan right"
pd102,0,temporal_style,5,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt up"
pd102,1,temporal_style,5,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt up"
pd102,2,temporal_style,5,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt up"
pd103,0,temporal_style,6,camera_motion,camera_motion,single_subject,none,tilt_down,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt down"
pd103,1,temporal_style,6,camera_motion,camera_motion,single_subject,none,tilt_down,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt down"
pd103,2,temporal_style,6,camera_motion,camera_motion,single_subject,none,tilt_down,moderate,"A beautiful coastal beach in spring, waves lapping on sand, tilt down"
pd104,0,temporal_style,7,camera_motion,camera_motion,single_subject,none,shake,moderate,"A beautiful coastal beach in spring, waves lapping on sand, with an intense shaking effect"
pd104,1,temporal_style,7,camera_motion,camera_motion,single_subject,none,shake,moderate,"A beautiful coastal beach in spring, waves lapping on sand, with an intense shaking effect"
pd104,2,temporal_style,7,camera_motion,camera_motion,single_subject,none,shake,moderate,"A beautiful coastal beach in spring, waves lapping on sand, with an intense shaking effect"
pd105,0,temporal_style,8,camera_motion,low_or_stylized_motion,single_subject,none,steady,moderate,"A beautiful coastal beach in spring, waves lapping on sand, featuring a steady and smooth perspective"
pd105,1,temporal_style,8,camera_motion,low_or_stylized_motion,single_subject,none,steady,moderate,"A beautiful coastal beach in spring, waves lapping on sand, featuring a steady and smooth perspective"
pd105,2,temporal_style,8,camera_motion,low_or_stylized_motion,single_subject,none,steady,moderate,"A beautiful coastal beach in spring, waves lapping on sand, featuring a steady and smooth perspective"
pd106,0,temporal_style,9,camera_motion,camera_motion,single_subject,none,racking_focus,moderate,"A beautiful coastal beach in spring, waves lapping on sand, racking focus"
pd106,1,temporal_style,9,camera_motion,camera_motion,single_subject,none,racking_focus,moderate,"A beautiful coastal beach in spring, waves lapping on sand, racking focus"
pd106,2,temporal_style,9,camera_motion,camera_motion,single_subject,none,racking_focus,moderate,"A beautiful coastal beach in spring, waves lapping on sand, racking focus"
pd107,0,temporal_style,10,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"The bund Shanghai, in super slow motion"
pd107,1,temporal_style,10,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"The bund Shanghai, in super slow motion"
pd107,2,temporal_style,10,camera_motion,low_or_stylized_motion,single_subject,none,slow_motion,moderate,"The bund Shanghai, in super slow motion"
pd108,0,temporal_style,11,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"The bund Shanghai, zoom in"
pd108,1,temporal_style,11,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"The bund Shanghai, zoom in"
pd108,2,temporal_style,11,camera_motion,camera_motion,single_subject,none,zoom_in,moderate,"The bund Shanghai, zoom in"
pd109,0,temporal_style,12,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"The bund Shanghai, zoom out"
pd109,1,temporal_style,12,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"The bund Shanghai, zoom out"
pd109,2,temporal_style,12,camera_motion,camera_motion,single_subject,none,zoom_out,moderate,"The bund Shanghai, zoom out"
pd110,0,temporal_style,13,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"The bund Shanghai, pan left"
pd110,1,temporal_style,13,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"The bund Shanghai, pan left"
pd110,2,temporal_style,13,camera_motion,camera_motion,single_subject,none,pan_left,moderate,"The bund Shanghai, pan left"
pd111,0,temporal_style,14,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"The bund Shanghai, pan right"
pd111,1,temporal_style,14,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"The bund Shanghai, pan right"
pd111,2,temporal_style,14,camera_motion,camera_motion,single_subject,none,pan_right,moderate,"The bund Shanghai, pan right"
pd112,0,temporal_style,15,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"The bund Shanghai, tilt up"
pd112,1,temporal_style,15,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"The bund Shanghai, tilt up"
pd112,2,temporal_style,15,camera_motion,camera_motion,single_subject,none,tilt_up,moderate,"The bund Shanghai, tilt up"
pd113,0,overall_consistency,0,mixed_story,mixed_motion,single_subject,none,none,complex,Close up of grapes on a rotating table.
pd113,1,overall_consistency,0,mixed_story,mixed_motion,single_subject,none,none,complex,Close up of grapes on a rotating table.
pd113,2,overall_consistency,0,mixed_story,mixed_motion,single_subject,none,none,complex,Close up of grapes on a rotating table.
pd114,0,overall_consistency,1,mixed_story,mixed_motion,single_subject,none,none,complex,Turtle swimming in ocean.
pd114,1,overall_consistency,1,mixed_story,mixed_motion,single_subject,none,none,complex,Turtle swimming in ocean.
pd114,2,overall_consistency,1,mixed_story,mixed_motion,single_subject,none,none,complex,Turtle swimming in ocean.
pd115,0,overall_consistency,2,mixed_story,mixed_motion,single_subject,none,none,complex,A storm trooper vacuuming the beach.
pd115,1,overall_consistency,2,mixed_story,mixed_motion,single_subject,none,none,complex,A storm trooper vacuuming the beach.
pd115,2,overall_consistency,2,mixed_story,mixed_motion,single_subject,none,none,complex,A storm trooper vacuuming the beach.
pd116,0,overall_consistency,3,mixed_story,mixed_motion,single_subject,none,none,complex,A panda standing on a surfboard in the ocean in sunset.
pd116,1,overall_consistency,3,mixed_story,mixed_motion,single_subject,none,none,complex,A panda standing on a surfboard in the ocean in sunset.
pd116,2,overall_consistency,3,mixed_story,mixed_motion,single_subject,none,none,complex,A panda standing on a surfboard in the ocean in sunset.
pd117,0,overall_consistency,4,mixed_story,mixed_motion,single_subject,none,none,complex,"An astronaut feeding ducks on a sunny afternoon, reflection from the water."
pd117,1,overall_consistency,4,mixed_story,mixed_motion,single_subject,none,none,complex,"An astronaut feeding ducks on a sunny afternoon, reflection from the water."
pd117,2,overall_consistency,4,mixed_story,mixed_motion,single_subject,none,none,complex,"An astronaut feeding ducks on a sunny afternoon, reflection from the water."
pd118,0,overall_consistency,5,mixed_story,mixed_motion,multi_subject,none,none,complex,Two pandas discussing an academic paper.
pd118,1,overall_consistency,5,mixed_story,mixed_motion,multi_subject,none,none,complex,Two pandas discussing an academic paper.
pd118,2,overall_consistency,5,mixed_story,mixed_motion,multi_subject,none,none,complex,Two pandas discussing an academic paper.
pd119,0,overall_consistency,6,mixed_story,mixed_motion,single_subject,none,none,complex,Sunset time lapse at the beach with moving clouds and colors in the sky.
pd119,1,overall_consistency,6,mixed_story,mixed_motion,single_subject,none,none,complex,Sunset time lapse at the beach with moving clouds and colors in the sky.
pd119,2,overall_consistency,6,mixed_story,mixed_motion,single_subject,none,none,complex,Sunset time lapse at the beach with moving clouds and colors in the sky.
pd120,0,overall_consistency,7,mixed_story,mixed_motion,single_subject,none,none,complex,A fat rabbit wearing a purple robe walking through a fantasy landscape.
pd120,1,overall_consistency,7,mixed_story,mixed_motion,single_subject,none,none,complex,A fat rabbit wearing a purple robe walking through a fantasy landscape.
pd120,2,overall_consistency,7,mixed_story,mixed_motion,single_subject,none,none,complex,A fat rabbit wearing a purple robe walking through a fantasy landscape.
